"Name","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"          viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.ast.Stmt, viper.silicon.verifier.Verifier, scala.Function2)","323’680 B (1.5%)","8’092 (1.6%)","8’092 (1%)","383.3","343"
"         viper.silicon.rules.evaluator$.$anonfun$evalQuantified$2 (viper.silicon.verifier.Verifier, viper.silver.ast.LocalVar)","274’280 B (1.2%)","6’857 (1.4%)","6’857 (0.9%)","368.9","290"
"          viper.silicon.rules.evaluator$$$Lambda$1893.2046596891.apply (Object)","274’280 B (1.2%)","6’857 (1.4%)","6’857 (0.9%)","368.9","290"
"         viper.silicon.rules.executor$.ssaifyRhs (viper.silicon.state.terms.Term, String, viper.silver.ast.Type, viper.silicon.verifier.Verifier)","140’520 B (0.6%)","3’513 (0.7%)","3’513 (0.4%)","605.1","365"
"          viper.silicon.rules.executor$.$anonfun$exec2$3 (viper.silver.ast.LocalVar, viper.silicon.verifier.Verifier, scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","118’360 B (0.5%)","2’959 (0.6%)","2’959 (0.4%)","618.6","337"
"         viper.silicon.rules.quantifiedChunkSupporter$.summarise_predicate_or_wand (viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silver.ast.Resource, scala.Option, viper.silicon.verifier.Verifier)","9’680 B (0%)","242 (0%)","242 (0%)","175.5","24"
"          viper.silicon.rules.quantifiedChunkSupporter$.summarise (viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silver.ast.Resource, scala.Option, viper.silicon.verifier.Verifier)","9’680 B (0%)","242 (0%)","242 (0%)","175.5","24"
"         viper.silicon.rules.executor$.$anonfun$exec2$10 (viper.silicon.verifier.Verifier, viper.silicon.state.State, viper.silicon.state.terms.Var, viper.silver.ast.Field)","6’920 B (0%)","173 (0%)","173 (0%)","1’007.5","41"
"          viper.silicon.rules.executor$$$Lambda$2271.1144247403.apply (Object)","6’920 B (0%)","173 (0%)","173 (0%)","1’007.5","41"
"         viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.fresh (String, viper.silicon.state.terms.Sort)","160 B (0%)","4 (0%)","4 (0%)","380.0","3"
"          viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$expressionTranslator$1 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., String, viper.silicon.state.terms.Sort)","160 B (0%)","4 (0%)","4 (0%)","380.0","3"
"        viper.silicon.decider.DefaultDeciderProvider$decider$.fresh (viper.silver.ast.AbstractLocalVar)","381’400 B (1.7%)","9’535 (1.9%)","9’535 (1.2%)","766.3","455"
"         viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.$anonfun$verify$7 (viper.silicon.supporters.DefaultMethodVerificationUnitProvider.methodSupporter., viper.silver.ast.LocalVar)","121’840 B (0.6%)","3’046 (0.6%)","3’046 (0.4%)","889.3","357"
"          viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$$$Lambda$1596.524607762.apply (Object)","121’840 B (0.6%)","3’046 (0.6%)","3’046 (0.4%)","889.3","357"
"         viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.$anonfun$verify$4 (viper.silicon.supporters.DefaultMethodVerificationUnitProvider.methodSupporter., viper.silver.ast.LocalVar)","91’960 B (0.4%)","2’299 (0.5%)","2’299 (0.3%)","963.4","276"
"          viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$$$Lambda$1593.225157518.apply (Object)","91’960 B (0.4%)","2’299 (0.5%)","2’299 (0.3%)","963.4","276"
"         viper.silicon.rules.executor$.$anonfun$exec2$29 (viper.silicon.verifier.Verifier, viper.silver.ast.LocalVar)","84’800 B (0.4%)","2’120 (0.4%)","2’120 (0.3%)","604.8","154"
"          viper.silicon.rules.executor$$$Lambda$1695.173639489.apply (Object)","84’800 B (0.4%)","2’120 (0.4%)","2’120 (0.3%)","604.8","154"
"         viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.$anonfun$verify$5 (viper.silicon.supporters.DefaultMethodVerificationUnitProvider.methodSupporter., viper.silver.ast.LocalVar)","27’760 B (0.1%)","694 (0.1%)","694 (0.1%)","647.7","195"
"          viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$$$Lambda$1594.685988097.apply (Object)","27’760 B (0.1%)","694 (0.1%)","694 (0.1%)","647.7","195"
"         viper.silicon.rules.executor$.$anonfun$exec$3 (viper.silicon.verifier.Verifier, scala.collection.immutable.ListMap, viper.silver.ast.LocalVar)","9’400 B (0%)","235 (0%)","235 (0%)","998.7","44"
"          viper.silicon.rules.executor$$$Lambda$1715.1687942865.apply (Object, Object)","9’400 B (0%)","235 (0%)","235 (0%)","998.7","44"
"         viper.silicon.rules.executor$.exec2 (viper.silicon.state.State, viper.silver.ast.Stmt, viper.silicon.verifier.Verifier, scala.Function2)","2’560 B (0%)","64 (0%)","64 (0%)","1’024.9","43"
"          viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.ast.Stmt, viper.silicon.verifier.Verifier, scala.Function2)","2’560 B (0%)","64 (0%)","64 (0%)","1’024.9","43"
"        viper.silicon.decider.DefaultDeciderProvider$decider$.fresh (viper.silicon.state.terms.Sort)","157’080 B (0.7%)","3’927 (0.8%)","3’927 (0.5%)","634.7","280"
"         viper.silicon.utils.package$.$anonfun$freshSnap$1 (viper.silicon.state.terms.Sort, viper.silicon.verifier.Verifier)","146’680 B (0.7%)","3’667 (0.7%)","3’667 (0.5%)","613.7","270"
"          viper.silicon.utils.package$$$Lambda$1457.371640406.apply (Object, Object)","146’680 B (0.7%)","3’667 (0.7%)","3’667 (0.5%)","613.7","270"
"         viper.silicon.rules.stateConsolidator$.combineSnapshots (viper.silicon.supporters.functions.FunctionRecorder, viper.silicon.state.terms.Term, viper.silicon.state.terms.Term, viper.silicon.state.terms.Term, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","10’360 B (0%)","259 (0.1%)","259 (0%)","930.9","61"
"          viper.silicon.rules.stateConsolidator$.mergeChunks (viper.silicon.supporters.functions.FunctionRecorder, viper.silicon.interfaces.state.NonQuantifiedChunk, viper.silicon.interfaces.state.NonQuantifiedChunk, viper.silicon.verifier.Verifier)","10’360 B (0%)","259 (0.1%)","259 (0%)","930.9","61"
"         viper.silicon.rules.chunkSupporter$.$anonfun$consume$2 (scala.Function4, viper.silicon.state.State, viper.silicon.state.Heap, scala.Option, viper.silicon.verifier.Verifier)","40 B (0%)","1 (0%)","1 (0%)","1’064.0","1"
"          viper.silicon.rules.chunkSupporter$$$Lambda$2183.1707802477.apply (Object, Object, Object, Object)","40 B (0%)","1 (0%)","1 (0%)","1’064.0","1"
"        viper.silicon.decider.DefaultDeciderProvider$decider$.fresh (String, scala.collection.immutable.Seq, viper.silicon.state.terms.Sort)","96’640 B (0.4%)","2’416 (0.5%)","2’416 (0.3%)","878.4","175"
"         viper.silicon.decider.DefaultDeciderProvider$decider$.appliedFresh (String, viper.silicon.state.terms.Sort, scala.collection.immutable.Seq)","62’840 B (0.3%)","1’571 (0.3%)","1’571 (0.2%)","862.8","149"
"          viper.silicon.rules.quantifiedChunkSupporter$.freshSnapshotMap (viper.silicon.state.State, viper.silver.ast.Resource, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier)","52’320 B (0.2%)","1’308 (0.3%)","1’308 (0.2%)","887.1","142"
"          viper.silicon.rules.quantifiedChunkSupporter$.freshPermMap (viper.silver.ast.Resource, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier)","10’520 B (0%)","263 (0.1%)","263 (0%)","741.7","78"
"         viper.silicon.decider.DefaultDeciderProvider$decider$.fresh (String, scala.collection.immutable.Seq, viper.silicon.state.terms.Sort)","33’800 B (0.2%)","845 (0.2%)","845 (0.1%)","907.5","151"
"          viper.silicon.rules.quantifiedChunkSupporter$.$anonfun$getFreshInverseFunctions$4 (viper.silicon.verifier.Verifier, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silicon.state.terms.Function[], viper.silicon.state.terms.Term[], viper.silicon.state.terms.Term[], scala.collection.immutable.Seq, scala.Tuple2)","31’400 B (0.1%)","785 (0.2%)","785 (0.1%)","907.1","132"
"        viper.silicon.decider.DefaultDeciderProvider$decider$.freshARP (String, viper.silicon.state.terms.Term)","31’160 B (0.1%)","779 (0.2%)","779 (0.1%)","1’049.0","51"
"         viper.silicon.rules.evaluator$.eval2 (viper.silicon.state.State, viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function3)","31’160 B (0.1%)","779 (0.2%)","779 (0.1%)","1’049.0","51"
"          viper.silicon.rules.evaluator$.eval3 (viper.silicon.state.State, viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function3)","31’160 B (0.1%)","779 (0.2%)","779 (0.1%)","1’049.0","51"
"     viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","26’400 B (0.1%)","660 (0.1%)","660 (0.1%)","829.0","151"
"      viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","26’400 B (0.1%)","660 (0.1%)","660 (0.1%)","829.0","151"
"       viper.silicon.supporters.DefaultDomainsTranslator.translate (scala.Function1, viper.silver.ast.Exp)","25’960 B (0.1%)","649 (0.1%)","649 (0.1%)","836.3","145"
"        viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","25’960 B (0.1%)","649 (0.1%)","649 (0.1%)","836.3","145"
"         viper.silicon.supporters.ExpressionTranslator$$Lambda$1330.626121666.apply (Object)","25’960 B (0.1%)","649 (0.1%)","649 (0.1%)","836.3","145"
"          scala.collection.immutable.List.map (scala.Function1)","11’920 B (0.1%)","298 (0.1%)","298 (0%)","933.9","116"
"          viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$4 (scala.Function1, viper.silver.ast.Exp)","11’440 B (0.1%)","286 (0.1%)","286 (0%)","777.1","50"
"          viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","2’360 B (0%)","59 (0%)","59 (0%)","609.9","19"
"          viper.silicon.supporters.ExpressionTranslator.translateAnySetUnExp$1 (viper.silver.ast.AnySetUnExp, scala.Function1, scala.Function1, viper.silver.ast.Exp, scala.Function1)","160 B (0%)","4 (0%)","4 (0%)","1’030.0","1"
"          viper.silicon.supporters.ExpressionTranslator.translateAnySetBinExp$1 (viper.silver.ast.AnySetBinExp, scala.Function2, scala.Function2, viper.silver.ast.Exp, scala.Function1)","80 B (0%)","2 (0%)","2 (0%)","1’030.0","1"
"       viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","440 B (0%)","11 (0%)","11 (0%)","398.4","7"
"        viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","400 B (0%)","10 (0%)","10 (0%)","363.1","7"
"         viper.silicon.supporters.ExpressionTranslator$$Lambda$1330.626121666.apply (Object)","400 B (0%)","10 (0%)","10 (0%)","363.1","7"
"          viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","400 B (0%)","10 (0%)","10 (0%)","363.1","7"
"        viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","40 B (0%)","1 (0%)","1 (0%)","751.0","1"
"         viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (viper.silver.ast.Exp)","40 B (0%)","1 (0%)","1 (0%)","751.0","1"
"          viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silver.ast.Exp)","40 B (0%)","1 (0%)","1 (0%)","751.0","1"
"     viper.silicon.state.terms.Fun$.apply (viper.silicon.state.Identifier, viper.silicon.state.terms.Sort, viper.silicon.state.terms.Sort)","9’200 B (0%)","230 (0%)","230 (0%)","675.8","31"
"      viper.silicon.decider.TermToSMTLib2Converter.render (viper.silicon.state.terms.Decl)","9’200 B (0%)","230 (0%)","230 (0%)","675.8","31"
"       viper.silicon.decider.TermToSMTLib2Converter.convert (viper.silicon.state.terms.Decl)","9’200 B (0%)","230 (0%)","230 (0%)","675.8","31"
"        viper.silicon.decider.Z3ProverStdIO.declare (viper.silicon.state.terms.Decl)","9’200 B (0%)","230 (0%)","230 (0%)","675.8","31"
"         viper.silicon.verifier.DefaultMasterVerifier$allProvers$.declare (viper.silicon.state.terms.Decl)","9’200 B (0%)","230 (0%)","230 (0%)","675.8","31"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$emitSortWrappers$1 (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","9’200 B (0%)","230 (0%)","230 (0%)","675.8","31"
"     viper.silicon.rules.functionSupporter$.statelessVersion (viper.silicon.state.terms.HeapDepFun)","7’000 B (0%)","175 (0%)","175 (0%)","711.2","56"
"      viper.silicon.supporters.functions.FunctionData.<init> (viper.silver.ast.Function, int, scala.collection.immutable.ListSet, viper.silver.ast.Program, viper.silicon.state.SymbolConverter, viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silicon.state.IdentifierFactory, scala.Function1, viper.silicon.Config, viper.silver.plugin.PluginAwareReporter)","7’000 B (0%)","175 (0%)","175 (0%)","711.2","56"
"       viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$analyze$2 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silver.ast.Program, scala.Tuple2)","7’000 B (0%)","175 (0%)","175 (0%)","711.2","56"
"        viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1354.2027018661.apply (Object)","7’000 B (0%)","175 (0%)","175 (0%)","711.2","56"
"         scala.collection.immutable.List.map (scala.Function1)","7’000 B (0%)","175 (0%)","175 (0%)","711.2","56"
"          scala.collection.immutable.List.map (scala.Function1)","7’000 B (0%)","175 (0%)","175 (0%)","711.2","56"
"viper.silicon.state.terms.Var","1’944’432 B (8.8%)","34’722 (7%)","34’722 (4.4%)","572.9","606"
" java.lang.Object.<init> ()","1’944’432 B (8.8%)","34’722 (7%)","34’722 (4.4%)","572.9","606"
"  viper.silicon.state.terms.Var.<init> (viper.silicon.state.Identifier, viper.silicon.state.terms.Sort)","1’944’432 B (8.8%)","34’722 (7%)","34’722 (4.4%)","572.9","606"
"   viper.silicon.state.terms.Var$.apply (viper.silicon.state.Identifier, viper.silicon.state.terms.Sort)","1’944’432 B (8.8%)","34’722 (7%)","34’722 (4.4%)","572.9","606"
"    viper.silicon.decider.DefaultDeciderProvider$decider$.prover_fresh (String, scala.collection.immutable.Seq, viper.silicon.state.terms.Sort, scala.reflect.ClassTag)","1’852’984 B (8.4%)","33’089 (6.7%)","33’089 (4.2%)","561.2","562"
"     viper.silicon.decider.DefaultDeciderProvider$decider$.fresh (String, viper.silicon.state.terms.Sort)","1’056’832 B (4.8%)","18’872 (3.8%)","18’872 (2.4%)","422.2","511"
"      viper.silicon.rules.executor$.exec2 (viper.silicon.state.State, viper.silver.ast.Stmt, viper.silicon.verifier.Verifier, scala.Function2)","453’152 B (2.1%)","8’092 (1.6%)","8’092 (1%)","383.3","342"
"       viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.ast.Stmt, viper.silicon.verifier.Verifier, scala.Function2)","453’152 B (2.1%)","8’092 (1.6%)","8’092 (1%)","383.3","342"
"        viper.silicon.rules.executor$.execs (viper.silicon.state.State, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier, scala.Function2)","453’152 B (2.1%)","8’092 (1.6%)","8’092 (1%)","383.3","342"
"         viper.silicon.rules.executor$.$anonfun$execs$1 (scala.collection.immutable.Seq, scala.Function2, viper.silicon.state.State, viper.silicon.verifier.Verifier)","409’920 B (1.9%)","7’320 (1.5%)","7’320 (0.9%)","352.9","286"
"          viper.silicon.rules.executor$$$Lambda$1618.54560619.apply (Object, Object)","409’920 B (1.9%)","7’320 (1.5%)","7’320 (0.9%)","352.9","286"
"         viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.cfg.Block, scala.Enumeration.Value, viper.silicon.verifier.Verifier, scala.Function2)","43’232 B (0.2%)","772 (0.2%)","772 (0.1%)","671.1","318"
"          viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.cfg.silver.SilverCfg, viper.silicon.verifier.Verifier, scala.Function2)","43’232 B (0.2%)","772 (0.2%)","772 (0.1%)","671.1","318"
"      viper.silicon.rules.evaluator$.$anonfun$evalQuantified$2 (viper.silicon.verifier.Verifier, viper.silver.ast.LocalVar)","383’488 B (1.7%)","6’848 (1.4%)","6’848 (0.9%)","368.3","290"
"       viper.silicon.rules.evaluator$$$Lambda$1893.2046596891.apply (Object)","383’488 B (1.7%)","6’848 (1.4%)","6’848 (0.9%)","368.3","290"
"        scala.collection.immutable.List.map (scala.Function1)","383’488 B (1.7%)","6’848 (1.4%)","6’848 (0.9%)","368.3","290"
"         scala.collection.immutable.List.map (scala.Function1)","383’488 B (1.7%)","6’848 (1.4%)","6’848 (0.9%)","368.3","290"
"          viper.silicon.rules.evaluator$.evalQuantified (viper.silicon.state.State, viper.silicon.state.terms.Quantifier, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.Option, String, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function7)","383’488 B (1.7%)","6’848 (1.4%)","6’848 (0.9%)","368.3","290"
"      viper.silicon.rules.executor$.ssaifyRhs (viper.silicon.state.terms.Term, String, viper.silver.ast.Type, viper.silicon.verifier.Verifier)","196’728 B (0.9%)","3’513 (0.7%)","3’513 (0.4%)","605.1","365"
"       viper.silicon.rules.executor$.$anonfun$exec2$3 (viper.silver.ast.LocalVar, viper.silicon.verifier.Verifier, scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","165’704 B (0.8%)","2’959 (0.6%)","2’959 (0.4%)","618.6","337"
"       <Unknown>","31’024 B (0.1%)","554 (0.1%)","554 (0.1%)","533.4","85"
"      viper.silicon.rules.quantifiedChunkSupporter$.summarise_predicate_or_wand (viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silver.ast.Resource, scala.Option, viper.silicon.verifier.Verifier)","13’552 B (0.1%)","242 (0%)","242 (0%)","175.5","24"
"       viper.silicon.rules.quantifiedChunkSupporter$.summarise (viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silver.ast.Resource, scala.Option, viper.silicon.verifier.Verifier)","13’552 B (0.1%)","242 (0%)","242 (0%)","175.5","24"
"        viper.silicon.rules.quantifiedChunkSupporter$.summarisingSnapshotMap (viper.silicon.state.State, viper.silver.ast.Resource, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier, scala.Option, scala.Option)","13’552 B (0.1%)","242 (0%)","242 (0%)","175.5","24"
"         viper.silicon.rules.evaluator$.generatePredicateTrigger (viper.silver.ast.PredicateAccess, viper.silicon.state.State, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier)","7’392 B (0%)","132 (0%)","132 (0%)","150.5","12"
"          viper.silicon.rules.evaluator$.$anonfun$evalHeapTrigger$1 (viper.silicon.state.State, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silver.ast.Exp)","7’392 B (0%)","132 (0%)","132 (0%)","150.5","12"
"         viper.silicon.rules.quantifiedChunkSupporter$.heapSummarisingMaps (viper.silicon.state.State, viper.silver.ast.Resource, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier, scala.Option, scala.Option)","3’640 B (0%)","65 (0%)","65 (0%)","141.5","12"
"          viper.silicon.rules.evaluator$.$anonfun$eval2$33 (viper.silver.ast.ResourceAccess, viper.silicon.state.Heap, viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.interfaces.state.ChunkIdentifer, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier)","3’640 B (0%)","65 (0%)","65 (0%)","141.5","12"
"         <Unknown>","2’296 B (0%)","41 (0%)","41 (0%)","279.2","15"
"          viper.silicon.rules.producer$.$anonfun$produceTlc$29 (scala.Function2, viper.silver.ast.Predicate, viper.silver.ast.Forall, scala.collection.immutable.Seq, String, scala.Option, scala.Function2, viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.Tuple2, viper.silicon.verifier.Verifier)","1’904 B (0%)","34 (0%)","34 (0%)","249.8","12"
"         viper.silicon.rules.consumer$.$anonfun$consumeTlc$29 (viper.silicon.state.State, String, viper.silver.ast.Predicate, scala.collection.immutable.List, viper.silicon.state.Heap, scala.collection.immutable.Seq, viper.silver.ast.PredicateAccess, viper.silver.verifier.PartialVerificationError, viper.silicon.state.State, scala.Function4, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","224 B (0%)","4 (0%)","4 (0%)","491.8","3"
"          viper.silicon.rules.consumer$$$Lambda$2475.638857474.apply (Object, Object, Object)","224 B (0%)","4 (0%)","4 (0%)","491.8","3"
"      viper.silicon.rules.executor$.$anonfun$exec2$10 (viper.silicon.verifier.Verifier, viper.silicon.state.State, viper.silicon.state.terms.Var, viper.silver.ast.Field)","9’688 B (0%)","173 (0%)","173 (0%)","1’007.5","41"
"       viper.silicon.rules.executor$$$Lambda$2271.1144247403.apply (Object)","9’688 B (0%)","173 (0%)","173 (0%)","1’007.5","41"
"        scala.collection.immutable.List.map (scala.Function1)","9’688 B (0%)","173 (0%)","173 (0%)","1’007.5","41"
"         scala.collection.immutable.List.map (scala.Function1)","9’688 B (0%)","173 (0%)","173 (0%)","1’007.5","41"
"          viper.silicon.rules.executor$.exec2 (viper.silicon.state.State, viper.silver.ast.Stmt, viper.silicon.verifier.Verifier, scala.Function2)","9’688 B (0%)","173 (0%)","173 (0%)","1’007.5","41"
"      viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.fresh (String, viper.silicon.state.terms.Sort)","224 B (0%)","4 (0%)","4 (0%)","380.0","3"
"       viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$expressionTranslator$1 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., String, viper.silicon.state.terms.Sort)","224 B (0%)","4 (0%)","4 (0%)","380.0","3"
"        viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$477.484841769.apply (Object, Object)","224 B (0%)","4 (0%)","4 (0%)","380.0","3"
"         viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.getOrFail (scala.collection.immutable.ListMap, viper.silver.ast.Positioned, viper.silicon.state.terms.Sort)","224 B (0%)","4 (0%)","4 (0%)","380.0","3"
"          viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","224 B (0%)","4 (0%)","4 (0%)","380.0","3"
"     viper.silicon.decider.DefaultDeciderProvider$decider$.fresh (viper.silver.ast.AbstractLocalVar)","532’616 B (2.4%)","9’511 (1.9%)","9’511 (1.2%)","766.6","455"
"      viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.$anonfun$verify$7 (viper.silicon.supporters.DefaultMethodVerificationUnitProvider.methodSupporter., viper.silver.ast.LocalVar)","170’520 B (0.8%)","3’045 (0.6%)","3’045 (0.4%)","889.5","356"
"       viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$$$Lambda$1596.524607762.apply (Object)","170’520 B (0.8%)","3’045 (0.6%)","3’045 (0.4%)","889.5","356"
"        scala.collection.immutable.List.map (scala.Function1)","170’520 B (0.8%)","3’045 (0.6%)","3’045 (0.4%)","889.5","356"
"         scala.collection.immutable.List.map (scala.Function1)","170’520 B (0.8%)","3’045 (0.6%)","3’045 (0.4%)","889.5","356"
"          viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.verify (viper.silicon.state.State, viper.silver.ast.Method)","170’520 B (0.8%)","3’045 (0.6%)","3’045 (0.4%)","889.5","356"
"      viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.$anonfun$verify$4 (viper.silicon.supporters.DefaultMethodVerificationUnitProvider.methodSupporter., viper.silver.ast.LocalVar)","128’744 B (0.6%)","2’299 (0.5%)","2’299 (0.3%)","963.4","276"
"       viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$$$Lambda$1593.225157518.apply (Object)","128’744 B (0.6%)","2’299 (0.5%)","2’299 (0.3%)","963.4","276"
"        scala.collection.immutable.List.map (scala.Function1)","128’744 B (0.6%)","2’299 (0.5%)","2’299 (0.3%)","963.4","276"
"         scala.collection.immutable.List.map (scala.Function1)","128’744 B (0.6%)","2’299 (0.5%)","2’299 (0.3%)","963.4","276"
"          viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.verify (viper.silicon.state.State, viper.silver.ast.Method)","128’744 B (0.6%)","2’299 (0.5%)","2’299 (0.3%)","963.4","276"
"      viper.silicon.rules.executor$.$anonfun$exec2$29 (viper.silicon.verifier.Verifier, viper.silver.ast.LocalVar)","118’720 B (0.5%)","2’120 (0.4%)","2’120 (0.3%)","604.8","155"
"       viper.silicon.rules.executor$$$Lambda$1695.173639489.apply (Object)","118’720 B (0.5%)","2’120 (0.4%)","2’120 (0.3%)","604.8","155"
"        scala.collection.immutable.List.map (scala.Function1)","118’720 B (0.5%)","2’120 (0.4%)","2’120 (0.3%)","604.8","155"
"         scala.collection.immutable.List.map (scala.Function1)","118’720 B (0.5%)","2’120 (0.4%)","2’120 (0.3%)","604.8","155"
"          viper.silicon.rules.executor$.$anonfun$exec2$27 (viper.silicon.MethodCallRecord, viper.silver.ast.Method, viper.silicon.state.State, viper.silver.verifier.PartialVerificationError, scala.collection.immutable.Seq, int, scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","118’720 B (0.5%)","2’120 (0.4%)","2’120 (0.3%)","604.8","155"
"      viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.$anonfun$verify$5 (viper.silicon.supporters.DefaultMethodVerificationUnitProvider.methodSupporter., viper.silver.ast.LocalVar)","38’808 B (0.2%)","693 (0.1%)","693 (0.1%)","648.4","196"
"       viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$$$Lambda$1594.685988097.apply (Object)","38’808 B (0.2%)","693 (0.1%)","693 (0.1%)","648.4","196"
"        scala.collection.immutable.List.map (scala.Function1)","38’808 B (0.2%)","693 (0.1%)","693 (0.1%)","648.4","196"
"         scala.collection.immutable.List.map (scala.Function1)","38’808 B (0.2%)","693 (0.1%)","693 (0.1%)","648.4","196"
"          viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.verify (viper.silicon.state.State, viper.silver.ast.Method)","38’808 B (0.2%)","693 (0.1%)","693 (0.1%)","648.4","196"
